filename,id,x0,y0,t0,x1,y1,t1,number_warning,broken_track
../../intermediate/crop/7-7-21_21-BA2_2B/0/ROI_60.mp4,1,58,4,208.79,62,49,210.29,0,0
../../intermediate/crop/7-7-21_21-BA2_2B/0/ROI_60.mp4,4,63,79,211.59,64,80,211.63,0,0
../../intermediate/crop/7-7-21_21-BA2_2B/0/ROI_60.mp4,5,48,56,245.04,7,54,247.33,0,0
../../intermediate/crop/7-7-21_21-BA2_2B/0/ROI_60.mp4,6,8,50,253.38,55,31,254.55,0,0
../../intermediate/crop/7-7-21_21-BA2_2B/0/ROI_60.mp4,8,28,68,0.0,40,74,0.0,0,0
