filename,id,x0,y0,t0,x1,y1,t1,number_warning,broken_track
../../intermediate/crop/7-7-21_21-BA2_2B/0/ROI_211.mp4,1,6,14,324.99,84,14,329.08,0,0
../../intermediate/crop/7-7-21_21-BA2_2B/0/ROI_211.mp4,2,72,15,336.54,10,14,338.25,0,0
../../intermediate/crop/7-7-21_21-BA2_2B/0/ROI_211.mp4,6,22,44,0.0,22,44,0.0,0,0
